Time	GPS Fix	Satellites	Latitude	Longitude	Speed	Altitude
33122	0	0	0	0	0	0
33123	0	0	0	0	0	0
33124	0	0	0	0	0	0
33125	0	0	0	0	0	0
33126	0	0	0	0	0	0
33127	0	0	0	0	0	0
33128	0	0	0	0	0	0
33129	0	0	0	0	0	0
33130	0	0	0	0	0	0
33131	0	0	0	0	0	0
33132	0	0	0	0	0	0
33133	0	0	0	0	0	0
33134	0	0	0	0	0	0
33135	0	0	0	0	0	0
33136	0	0	0	0	0	0
33137	0	0	0	0	0	0
33138	0	0	0	0	0	0
33139	0	0	0	0	0	0
33140	0	0	0	0	0	0
33141	0	0	0	0	0	0
33142	0	0	0	0	0	0
33143	0	0	0	0	0	0
33144	0	0	0	0	0	0
33145	0	0	0	0	0	0
33146	0	0	0	0	0	0
33147	0	0	0	0	0	0
33148	0	0	0	0	0	0
33149	0	0	0	0	0	0
33150	0	0	0	0	0	0
33151	0	0	0	0	0	0
33152	0	0	0	0	0	0
33153	0	0	0	0	0	0
33154	0	0	0	0	0	0
33155	0	0	0	0	0	0
33156	0	0	0	0	0	0
33157	0	0	0	0	0	0
33158	0	0	0	0	0	0
33159	0	0	0	0	0	0
33200	0	0	0	0	0	0
33201	0	0	0	0	0	0
33202	0	0	0	0	0	0
33203	0	0	0	0	0	0
33204	0	0	0	0	0	0
33205	0	0	0	0	0	0
33206	0	0	0	0	0	0
33207	0	0	0	0	0	0
33208	0	0	0	0	0	0
33209	0	0	0	0	0	0
33210	0	0	0	0	0	0
33211	0	0	0	0	0	0
33212	0	0	0	0	0	0
33213	0	0	0	0	0	0
33214	0	0	0	0	0	0
33215	0	0	0	0	0	0
33216	0	0	0	0	0	0
33217	0	0	0	0	0	0
33218	0	0	0	0	0	0
33219	0	0	0	0	0	0
33220	0	0	0	0	0	0
33221	0	0	0	0	0	0
33222	0	0	0	0	0	0
33223	0	0	0	0	0	0
33224	0	0	0	0	0	0
33225	0	0	0	0	0	0
33226	0	0	0	0	0	0
33227	0	0	0	0	0	0
33228	0	0	0	0	0	0
33229	0	0	0	0	0	0
33230	0	0	0	0	0	0
33231	0	0	0	0	0	0
33232	0	0	0	0	0	0
33233	0	0	0	0	0	0
33234	0	0	0	0	0	0
33235	0	0	0	0	0	0
33236	0	0	0	0	0	0
33237	0	0	0	0	0	0
33238	0	0	0	0	0	0
33239	0	0	0	0	0	0
33240	0	0	0	0	0	0
33241	0	0	0	0	0	0
33242	0	0	0	0	0	0
33243	0	0	0	0	0	0
33244	0	0	0	0	0	0
33245	0	0	0	0	0	0
33246	0	0	0	0	0	0
33247	0	0	0	0	0	0
33248	0	0	0	0	0	0
33249	0	0	0	0	0	0
33250	0	0	0	0	0	0
33251	0	0	0	0	0	0
33252	0	0	0	0	0	0
33253	0	0	0	0	0	0
33254	0	0	0	0	0	0
33255	0	0	0	0	0	0
33256	0	0	0	0	0	0
33257	0	0	0	0	0	0
33258	0	0	0	0	0	0
33259	0	0	0	0	0	0
33300	0	0	0	0	0	0
33301	0	0	0	0	0	0
33302	0	0	0	0	0	0
33303	0	0	0	0	0	0
33304	0	0	0	0	0	0
33305	0	0	0	0	0	0
33306	0	0	0	0	0	0
33307	0	0	0	0	0	0
33308	0	0	0	0	0	0
33309	0	0	0	0	0	0
33310	0	0	0	0	0	0
33311	0	0	0	0	0	0
33312	0	0	0	0	0	0
33313	0	0	0	0	0	0
33314	0	0	0	0	0	0
33315	0	0	0	0	0	0
33316	0	0	0	0	0	0
33317	0	0	0	0	0	0
33318	0	0	0	0	0	0
33319	0	0	0	0	0	0
33320	0	0	0	0	0	0
33321	0	0	0	0	0	0
33322	0	0	0	0	0	0
33323	0	0	0	0	0	0
33324	0	0	0	0	0	0
33325	0	0	0	0	0	0
33326	0	0	0	0	0	0
33327	0	0	0	0	0	0
33328	0	0	0	0	0	0
33329	0	0	0	0	0	0
33330	0	0	0	0	0	0
33331	0	0	0	0	0	0
33332	0	0	0	0	0	0
33333	0	0	0	0	0	0
33334	0	0	0	0	0	0
33335	0	0	0	0	0	0
33336	0	0	0	0	0	0
33337	0	0	0	0	0	0
33338	0	0	0	0	0	0
33339	0	0	0	0	0	0
33340	0	0	0	0	0	0
33341	0	0	0	0	0	0
33342	0	0	0	0	0	0
33343	0	0	0	0	0	0
33344	0	0	0	0	0	0
33345	0	0	0	0	0	0
33346	0	0	0	0	0	0
33347	0	0	0	0	0	0
33348	0	0	0	0	0	0
33349	0	0	0	0	0	0
33350	0	0	0	0	0	0
33351	0	0	0	0	0	0
33352	0	0	0	0	0	0
33353	0	0	0	0	0	0
33354	0	0	0	0	0	0
33355	0	0	0	0	0	0
33356	0	0	0	0	0	0
33357	0	0	0	0	0	0
33358	0	0	0	0	0	0
33359	0	0	0	0	0	0
33400	0	0	0	0	0	0
33401	0	0	0	0	0	0
33402	0	0	0	0	0	0
33403	0	0	0	0	0	0
33404	0	0	0	0	0	0
33405	0	0	0	0	0	0
33406	0	0	0	0	0	0
33407	0	0	0	0	0	0
33408	0	0	0	0	0	0
33409	0	0	0	0	0	0
33410	0	0	0	0	0	0
33411	0	0	0	0	0	0
33412	0	0	0	0	0	0
33413	0	0	0	0	0	0
33414	0	0	0	0	0	0
33415	0	0	0	0	0	0
33416	0	0	0	0	0	0
33417	0	0	0	0	0	0
33418	0	0	0	0	0	0
33419	0	0	0	0	0	0
33420	0	0	0	0	0	0
33421	0	0	0	0	0	0
33422	0	0	0	0	0	0
33423	0	0	0	0	0	0
33424	0	0	0	0	0	0
33425	0	0	0	0	0	0
33426	0	0	0	0	0	0
33427	0	0	0	0	0	0
33428	0	0	0	0	0	0
33429	0	0	0	0	0	0
33430	0	0	0	0	0	0
33431	0	0	0	0	0	0
33432	0	0	0	0	0	0
33433	0	0	0	0	0	0
33434	0	0	0	0	0	0
33435	0	0	0	0	0	0
33436	0	0	0	0	0	0
33437	0	0	0	0	0	0
33438	0	0	0	0	0	0
33439	0	0	0	0	0	0
33440	0	0	0	0	0	0
33441	0	0	0	0	0	0
33442	0	0	0	0	0	0
33443	0	0	0	0	0	0
33444	0	0	0	0	0	0
33445	0	0	0	0	0	0
33446	0	0	0	0	0	0
33447	0	0	0	0	0	0
33448	0	0	0	0	0	0
33449	0	0	0	0	0	0
33450	0	0	0	0	0	0
33451	0	0	0	0	0	0
33452	0	0	0	0	0	0
33453	0	0	0	0	0	0
33454	0	0	0	0	0	0
33455	0	0	0	0	0	0
33456	0	0	0	0	0	0
33457	0	0	0	0	0	0
33458	0	0	0	0	0	0
33459	0	0	0	0	0	0
33500	0	0	0	0	0	0
33501	0	0	0	0	0	0
33502	0	0	0	0	0	0
33503	0	0	0	0	0	0
33504	0	0	0	0	0	0
33505	0	0	0	0	0	0
33506	0	0	0	0	0	0
33507	0	0	0	0	0	0
33508	0	0	0	0	0	0
33509	0	0	0	0	0	0
33510	0	0	0	0	0	0
33511	0	0	0	0	0	0
33512	0	0	0	0	0	0
33513	0	0	0	0	0	0
33514	0	0	0	0	0	0
33515	0	0	0	0	0	0
33516	0	0	0	0	0	0
33517	0	0	0	0	0	0
33518	0	0	0	0	0	0
33519	0	0	0	0	0	0
33520	0	0	0	0	0	0
33521	0	0	0	0	0	0
33522	0	0	0	0	0	0
33523	0	0	0	0	0	0
33524	0	0	0	0	0	0
33525	0	0	0	0	0	0
33526	0	0	0	0	0	0
33527	0	0	0	0	0	0
33528	0	0	0	0	0	0
33529	0	0	0	0	0	0
33530	0	0	0	0	0	0
33531	0	0	0	0	0	0
33532	0	0	0	0	0	0
33533	0	0	0	0	0	0
33534	0	0	0	0	0	0
33535	0	0	0	0	0	0
33536	0	0	0	0	0	0
33537	0	0	0	0	0	0
33538	0	0	0	0	0	0
33539	0	0	0	0	0	0
33540	0	0	0	0	0	0
33541	0	0	0	0	0	0
33542	0	0	0	0	0	0
33543	0	0	0	0	0	0
33544	0	0	0	0	0	0
33545	0	0	0	0	0	0
33546	0	0	0	0	0	0
33547	0	0	0	0	0	0
33548	0	0	0	0	0	0
33549	0	0	0	0	0	0
33550	0	0	0	0	0	0
33551	0	0	0	0	0	0
33552	0	0	0	0	0	0
33553	0	0	0	0	0	0
33554	0	0	0	0	0	0
33555	0	0	0	0	0	0
33556	0	0	0	0	0	0
33557	0	0	0	0	0	0
33558	0	0	0	0	0	0
33559	0	0	0	0	0	0
33600	0	0	0	0	0	0
33601	0	0	0	0	0	0
33602	0	0	0	0	0	0
33603	0	0	0	0	0	0
33604	0	0	0	0	0	0
33605	0	0	0	0	0	0
33606	0	0	0	0	0	0
33607	0	0	0	0	0	0
33608	0	0	0	0	0	0
33609	0	0	0	0	0	0
33610	0	0	0	0	0	0
33611	0	0	0	0	0	0
33612	0	0	0	0	0	0
33613	0	0	0	0	0	0
33614	0	0	0	0	0	0
33615	0	0	0	0	0	0
33616	0	0	0	0	0	0
33617	0	0	0	0	0	0
33618	0	0	0	0	0	0
33619	0	0	0	0	0	0
33620	0	0	0	0	0	0
33621	0	0	0	0	0	0
33622	0	0	0	0	0	0
33623	0	0	0	0	0	0
33624	0	0	0	0	0	0
33625	0	0	0	0	0	0
33626	0	0	0	0	0	0
33627	0	0	0	0	0	0
33628	0	0	0	0	0	0
33629	0	0	0	0	0	0
33630	0	0	0	0	0	0
33631	0	0	0	0	0	0
33632	0	0	0	0	0	0
33633	0	0	0	0	0	0
33634	0	0	0	0	0	0
33635	0	0	0	0	0	0
33636	0	0	0	0	0	0
33637	0	0	0	0	0	0
33638	0	0	0	0	0	0
33639	0	0	0	0	0	0
33640	0	0	0	0	0	0
33641	0	0	0	0	0	0
33642	0	0	0	0	0	0
33643	0	0	0	0	0	0
33644	0	0	0	0	0	0
33645	0	0	0	0	0	0
33646	0	0	0	0	0	0
33647	0	0	0	0	0	0
33648	0	0	0	0	0	0
33649	0	0	0	0	0	0
33650	0	0	0	0	0	0
33651	0	0	0	0	0	0
33652	0	0	0	0	0	0
33653	0	0	0	0	0	0
33654	0	0	0	0	0	0
33655	0	0	0	0	0	0
33656	0	0	0	0	0	0
33657	0	0	0	0	0	0
33658	0	0	0	0	0	0
33659	0	0	0	0	0	0
33700	0	0	0	0	0	0
33701	0	0	0	0	0	0
33702	0	0	0	0	0	0
33703	0	0	0	0	0	0
33704	0	0	0	0	0	0
33705	0	0	0	0	0	0
33706	0	0	0	0	0	0
33707	0	0	0	0	0	0
33708	0	0	0	0	0	0
33709	0	0	0	0	0	0
33710	0	0	0	0	0	0
33711	0	0	0	0	0	0
33712	0	0	0	0	0	0
33713	0	0	0	0	0	0
33714	0	0	0	0	0	0
33715	0	0	0	0	0	0
33716	0	0	0	0	0	0
33717	0	0	0	0	0	0
33718	0	0	0	0	0	0
33719	0	0	0	0	0	0
33720	0	0	0	0	0	0
33721	0	0	0	0	0	0
33722	0	0	0	0	0	0
33723	0	0	0	0	0	0
33724	0	0	0	0	0	0
33725	0	0	0	0	0	0
33726	0	0	0	0	0	0
33727	0	0	0	0	0	0
33728	0	0	0	0	0	0
33729	0	0	0	0	0	0
33730	0	0	0	0	0	0
33731	0	0	0	0	0	0
33732	0	0	0	0	0	0
33733	0	0	0	0	0	0
33734	0	0	0	0	0	0
33735	0	0	0	0	0	0
33736	0	0	0	0	0	0
33737	0	0	0	0	0	0
33738	0	0	0	0	0	0
33739	0	0	0	0	0	0
33740	0	0	0	0	0	0
33741	0	0	0	0	0	0
33742	0	0	0	0	0	0
33743	0	0	0	0	0	0
33744	0	0	0	0	0	0
33745	0	0	0	0	0	0
33746	0	0	0	0	0	0
33747	0	0	0	0	0	0
33748	0	0	0	0	0	0
33749	0	0	0	0	0	0
33750	0	0	0	0	0	0
33751	0	0	0	0	0	0
33752	0	0	0	0	0	0
33753	0	0	0	0	0	0
33754	0	0	0	0	0	0
33755	0	0	0	0	0	0
33756	0	0	0	0	0	0
33757	0	0	0	0	0	0
33758	0	0	0	0	0	0
33759	0	0	0	0	0	0
33800	0	0	0	0	0	0
33801	0	0	0	0	0	0
33802	0	0	0	0	0	0
33803	0	0	0	0	0	0
33804	0	0	0	0	0	0
33805	0	0	0	0	0	0
33806	0	0	0	0	0	0
33807	0	0	0	0	0	0
33808	0	0	0	0	0	0
33809	0	0	0	0	0	0
33810	0	0	0	0	0	0
33811	0	0	0	0	0	0
33812	0	0	0	0	0	0
33813	0	0	0	0	0	0
33814	0	0	0	0	0	0
33815	0	0	0	0	0	0
33816	0	0	0	0	0	0
33817	0	0	0	0	0	0
33818	0	0	0	0	0	0
33819	0	0	0	0	0	0
33820	0	0	0	0	0	0
33821	0	0	0	0	0	0
33822	0	0	0	0	0	0
33823	0	0	0	0	0	0
33824	0	0	0	0	0	0
33825	0	0	0	0	0	0
33826	0	0	0	0	0	0
33827	0	0	0	0	0	0
33828	0	0	0	0	0	0
33829	0	0	0	0	0	0
33830	0	0	0	0	0	0
33831	0	0	0	0	0	0
33832	0	0	0	0	0	0
33833	0	0	0	0	0	0
33834	0	0	0	0	0	0
33835	0	0	0	0	0	0
33836	0	0	0	0	0	0
33837	0	0	0	0	0	0
33838	0	0	0	0	0	0
33839	0	0	0	0	0	0
33840	0	0	0	0	0	0
33841	0	0	0	0	0	0
33842	0	0	0	0	0	0
33843	0	0	0	0	0	0
33844	0	0	0	0	0	0
33845	0	0	0	0	0	0
33846	0	0	0	0	0	0
33847	0	0	0	0	0	0
33848	0	0	0	0	0	0
33849	0	0	0	0	0	0
33850	0	0	0	0	0	0
33851	0	0	0	0	0	0
33852	0	0	0	0	0	0
33853	0	0	0	0	0	0
33854	0	0	0	0	0	0
33855	0	0	0	0	0	0
33856	0	0	0	0	0	0
33857	0	0	0	0	0	0
33858	0	0	0	0	0	0
33859	0	0	0	0	0	0
33900	0	0	0	0	0	0
33901	0	0	0	0	0	0
33902	0	0	0	0	0	0
33903	0	0	0	0	0	0
33904	0	0	0	0	0	0
33905	0	0	0	0	0	0
33906	0	0	0	0	0	0
33907	0	0	0	0	0	0
33908	0	0	0	0	0	0
33909	0	0	0	0	0	0
33910	0	0	0	0	0	0
33911	0	0	0	0	0	0
33912	0	0	0	0	0	0
33913	0	0	0	0	0	0
33914	0	0	0	0	0	0
33915	0	0	0	0	0	0
33916	0	0	0	0	0	0
33917	0	0	0	0	0	0
33918	0	0	0	0	0	0
33919	0	0	0	0	0	0
33920	0	0	0	0	0	0
33921	0	0	0	0	0	0
33922	0	0	0	0	0	0
33923	0	0	0	0	0	0
33924	0	0	0	0	0	0
33925	0	0	0	0	0	0
33926	0	0	0	0	0	0
33927	0	0	0	0	0	0
33928	0	0	0	0	0	0
33929	0	0	0	0	0	0
33930	0	0	0	0	0	0
33931	0	0	0	0	0	0
33932	0	0	0	0	0	0
33933	0	0	0	0	0	0
33934	0	0	0	0	0	0
33935	0	0	0	0	0	0
33936	0	0	0	0	0	0
33937	0	0	0	0	0	0
33938	0	0	0	0	0	0
33939	0	0	0	0	0	0
33940	0	0	0	0	0	0
33941	0	0	0	0	0	0
33942	0	0	0	0	0	0
33943	0	0	0	0	0	0
33944	0	0	0	0	0	0
33945	0	0	0	0	0	0
33946	0	0	0	0	0	0
33947	0	0	0	0	0	0
33948	0	0	0	0	0	0
33949	0	0	0	0	0	0
33950	0	0	0	0	0	0
33951	0	0	0	0	0	0
33952	0	0	0	0	0	0
33953	0	0	0	0	0	0
33954	0	0	0	0	0	0
33955	0	0	0	0	0	0
33956	0	0	0	0	0	0
33957	0	0	0	0	0	0
33958	0	0	0	0	0	0
33959	0	0	0	0	0	0
34000	0	0	0	0	0	0
34001	0	0	0	0	0	0
34002	0	0	0	0	0	0
34003	0	0	0	0	0	0
34004	0	0	0	0	0	0
34005	0	0	0	0	0	0
34006	0	0	0	0	0	0
34007	0	0	0	0	0	0
34008	0	0	0	0	0	0
34009	0	0	0	0	0	0
34010	0	0	0	0	0	0
34011	0	0	0	0	0	0
34012	0	0	0	0	0	0
34013	0	0	0	0	0	0
34014	0	0	0	0	0	0
34015	0	0	0	0	0	0
34016	0	0	0	0	0	0
34017	0	0	0	0	0	0
34018	0	0	0	0	0	0
34019	0	0	0	0	0	0
34020	0	0	0	0	0	0
34021	0	0	0	0	0	0
34022	0	0	0	0	0	0
34023	0	0	0	0	0	0
34024	0	0	0	0	0	0
34025	0	0	0	0	0	0
34026	0	0	0	0	0	0
34027	0	0	0	0	0	0
34028	0	0	0	0	0	0
34029	0	0	0	0	0	0
34030	0	0	0	0	0	0
34031	0	0	0	0	0	0
34032	0	0	0	0	0	0
34033	0	0	0	0	0	0
34034	0	0	0	0	0	0
34035	0	0	0	0	0	0
34036	0	0	0	0	0	0
34037	0	0	0	0	0	0
34038	0	0	0	0	0	0
34039	0	0	0	0	0	0
34040	0	0	0	0	0	0
34041	0	0	0	0	0	0
34042	0	0	0	0	0	0
34043	0	0	0	0	0	0
34044	0	0	0	0	0	0
34045	0	0	0	0	0	0
34046	0	0	0	0	0	0
34047	0	0	0	0	0	0
34048	0	0	0	0	0	0
34049	0	0	0	0	0	0
34050	0	0	0	0	0	0
34051	0	0	0	0	0	0
34052	0	0	0	0	0	0
34053	0	0	0	0	0	0
34054	0	0	0	0	0	0
34055	0	0	0	0	0	0
34056	0	0	0	0	0	0
34057	0	0	0	0	0	0
34058	0	0	0	0	0	0
34059	0	0	0	0	0	0
34100	0	0	0	0	0	0
34101	0	0	0	0	0	0
34102	0	0	0	0	0	0
34103	0	0	0	0	0	0
34104	0	0	0	0	0	0
34105	0	0	0	0	0	0
34106	0	0	0	0	0	0
34107	0	0	0	0	0	0
34108	0	0	0	0	0	0
34109	0	0	0	0	0	0
34110	0	0	0	0	0	0
34111	0	0	0	0	0	0
34112	0	0	0	0	0	0
34113	0	0	0	0	0	0
34114	0	0	0	0	0	0
34115	0	0	0	0	0	0
34116	0	0	0	0	0	0
34117	0	0	0	0	0	0
34118	0	0	0	0	0	0
34119	0	0	0	0	0	0
34120	0	0	0	0	0	0
34121	0	0	0	0	0	0
34122	0	0	0	0	0	0
34123	0	0	0	0	0	0
34124	0	0	0	0	0	0
34125	0	0	0	0	0	0
34126	0	0	0	0	0	0
34127	0	0	0	0	0	0
34128	0	0	0	0	0	0
34129	0	0	0	0	0	0
34130	0	0	0	0	0	0
34131	0	0	0	0	0	0
34132	0	0	0	0	0	0
34133	0	0	0	0	0	0
34134	0	0	0	0	0	0
34135	0	0	0	0	0	0
34136	0	0	0	0	0	0
34137	0	0	0	0	0	0
34138	0	0	0	0	0	0
34139	0	0	0	0	0	0
34140	0	0	0	0	0	0
34141	0	0	0	0	0	0
34142	0	0	0	0	0	0
34143	0	0	0	0	0	0
34144	0	0	0	0	0	0
34145	0	0	0	0	0	0
34146	0	0	0	0	0	0
34147	0	0	0	0	0	0
34148	0	0	0	0	0	0
34149	0	0	0	0	0	0
34150	0	0	0	0	0	0
34151	0	0	0	0	0	0
34152	0	0	0	0	0	0
34153	0	0	0	0	0	0
34154	0	0	0	0	0	0
34155	0	0	0	0	0	0
34156	0	0	0	0	0	0
34157	0	0	0	0	0	0
34158	0	0	0	0	0	0
34159	0	0	0	0	0	0
34200	0	0	0	0	0	0
34201	0	0	0	0	0	0
34202	0	0	0	0	0	0
34203	0	0	0	0	0	0
34204	0	0	0	0	0	0
34205	0	0	0	0	0	0
34206	0	0	0	0	0	0
34207	0	0	0	0	0	0
34208	0	0	0	0	0	0
34209	0	0	0	0	0	0
34210	0	0	0	0	0	0
34211	0	0	0	0	0	0
34212	0	0	0	0	0	0
34213	0	0	0	0	0	0
34214	0	0	0	0	0	0
34215	0	0	0	0	0	0
34216	0	0	0	0	0	0
34217	0	0	0	0	0	0
34218	0	0	0	0	0	0
34219	0	0	0	0	0	0
34220	0	0	0	0	0	0
34221	0	0	0	0	0	0
34222	0	0	0	0	0	0
34223	0	0	0	0	0	0
34224	0	0	0	0	0	0
34225	0	0	0	0	0	0
34226	0	0	0	0	0	0
34227	0	0	0	0	0	0
34228	0	0	0	0	0	0
34229	0	0	0	0	0	0
34230	0	0	0	0	0	0
34231	0	0	0	0	0	0
34232	0	0	0	0	0	0
34233	0	0	0	0	0	0
34234	0	0	0	0	0	0
34235	0	0	0	0	0	0
34236	0	0	0	0	0	0
34237	0	0	0	0	0	0
34238	0	0	0	0	0	0
34239	0	0	0	0	0	0
34240	0	0	0	0	0	0
34241	0	0	0	0	0	0
34242	0	0	0	0	0	0
34243	0	0	0	0	0	0
34244	0	0	0	0	0	0
34245	0	0	0	0	0	0
34246	0	0	0	0	0	0
34247	0	0	0	0	0	0
34248	0	0	0	0	0	0
34249	0	0	0	0	0	0
34250	0	0	0	0	0	0
34251	0	0	0	0	0	0
34252	0	0	0	0	0	0
34253	0	0	0	0	0	0
34254	0	0	0	0	0	0
34255	0	0	0	0	0	0
34256	0	0	0	0	0	0
34257	0	0	0	0	0	0
34258	0	0	0	0	0	0
34259	0	0	0	0	0	0
34300	0	0	0	0	0	0
34301	0	0	0	0	0	0
34302	0	0	0	0	0	0
34303	0	0	0	0	0	0
34304	0	0	0	0	0	0
34305	0	0	0	0	0	0
34306	0	0	0	0	0	0
34307	0	0	0	0	0	0
34308	0	0	0	0	0	0
34309	0	0	0	0	0	0
34310	0	0	0	0	0	0
34311	0	0	0	0	0	0
34312	0	0	0	0	0	0
34313	0	0	0	0	0	0
34314	0	0	0	0	0	0
34315	0	0	0	0	0	0
34316	0	0	0	0	0	0
34317	0	0	0	0	0	0
34318	0	0	0	0	0	0
34319	0	0	0	0	0	0
34320	0	0	0	0	0	0
34321	0	0	0	0	0	0
34322	0	0	0	0	0	0
34323	0	0	0	0	0	0
34324	0	0	0	0	0	0
34325	0	0	0	0	0	0
34326	0	0	0	0	0	0
34327	0	0	0	0	0	0
34328	0	0	0	0	0	0
34329	0	0	0	0	0	0
34330	0	0	0	0	0	0
34331	0	0	0	0	0	0
34332	0	0	0	0	0	0
34333	0	0	0	0	0	0
34334	0	0	0	0	0	0
34335	0	0	0	0	0	0
34336	0	0	0	0	0	0
34337	0	0	0	0	0	0
34338	0	0	0	0	0	0
34339	0	0	0	0	0	0
34340	0	0	0	0	0	0
34341	0	0	0	0	0	0
34342	0	0	0	0	0	0
34343	0	0	0	0	0	0
34344	0	0	0	0	0	0
34345	0	0	0	0	0	0
34346	0	0	0	0	0	0
34347	0	0	0	0	0	0
34348	0	0	0	0	0	0
34349	0	0	0	0	0	0
34350	0	0	0	0	0	0
34351	0	0	0	0	0	0
34352	0	0	0	0	0	0
34353	0	0	0	0	0	0
34354	0	0	0	0	0	0
34355	0	0	0	0	0	0
34356	0	0	0	0	0	0
34357	0	0	0	0	0	0
34358	0	0	0	0	0	0
34359	0	0	0	0	0	0
34400	0	0	0	0	0	0
34401	0	0	0	0	0	0
34402	0	0	0	0	0	0
34403	0	0	0	0	0	0
34404	0	0	0	0	0	0
34405	0	0	0	0	0	0
34406	0	0	0	0	0	0
34407	0	0	0	0	0	0
34408	0	0	0	0	0	0
34409	0	0	0	0	0	0
34410	0	0	0	0	0	0
34411	0	0	0	0	0	0
34412	0	0	0	0	0	0
34413	0	0	0	0	0	0
34414	0	0	0	0	0	0
34415	0	0	0	0	0	0
34416	0	0	0	0	0	0
34417	0	0	0	0	0	0
34418	0	0	0	0	0	0
34419	0	0	0	0	0	0
34420	0	0	0	0	0	0
34421	0	0	0	0	0	0
34422	0	0	0	0	0	0
34423	0	0	0	0	0	0
34424	0	0	0	0	0	0
34425	0	0	0	0	0	0
34426	0	0	0	0	0	0
34427	0	0	0	0	0	0
34428	0	0	0	0	0	0
34429	0	0	0	0	0	0
34430	0	0	0	0	0	0
34431	0	0	0	0	0	0
34432	0	0	0	0	0	0
34433	0	0	0	0	0	0
34434	0	0	0	0	0	0
34435	0	0	0	0	0	0
34436	0	0	0	0	0	0
34437	0	0	0	0	0	0
34438	0	0	0	0	0	0
34439	0	0	0	0	0	0
34440	0	0	0	0	0	0
34441	0	0	0	0	0	0
34442	0	0	0	0	0	0
34443	0	0	0	0	0	0
34444	0	0	0	0	0	0
34445	0	0	0	0	0	0
34446	0	0	0	0	0	0
34447	0	0	0	0	0	0
34448	0	0	0	0	0	0
34449	0	0	0	0	0	0
34450	0	0	0	0	0	0
34451	0	0	0	0	0	0
34452	0	0	0	0	0	0
34453	0	0	0	0	0	0
34454	0	0	0	0	0	0
34455	0	0	0	0	0	0
34456	0	0	0	0	0	0
34457	0	0	0	0	0	0
34458	0	0	0	0	0	0
34459	0	0	0	0	0	0
34500	0	0	0	0	0	0
34501	0	0	0	0	0	0
34502	0	0	0	0	0	0
34503	0	0	0	0	0	0
34504	0	0	0	0	0	0
34505	0	0	0	0	0	0
34506	0	0	0	0	0	0
34507	0	0	0	0	0	0
34508	0	0	0	0	0	0
34509	0	0	0	0	0	0
34510	0	0	0	0	0	0
34511	0	0	0	0	0	0
34512	0	0	0	0	0	0
34513	0	0	0	0	0	0
34514	0	0	0	0	0	0
34515	0	0	0	0	0	0
34516	0	0	0	0	0	0
34517	0	0	0	0	0	0
34518	0	0	0	0	0	0
34519	0	0	0	0	0	0
34520	0	0	0	0	0	0
34521	0	0	0	0	0	0
34522	0	0	0	0	0	0
34523	0	0	0	0	0	0
34524	0	0	0	0	0	0
34525	0	0	0	0	0	0
34526	0	0	0	0	0	0
34527	0	0	0	0	0	0
34528	0	0	0	0	0	0
34529	0	0	0	0	0	0
34530	0	0	0	0	0	0
34531	0	0	0	0	0	0
34532	0	0	0	0	0	0
34533	0	0	0	0	0	0
34534	0	0	0	0	0	0
34535	0	0	0	0	0	0
34536	0	0	0	0	0	0
34537	0	0	0	0	0	0
34538	0	0	0	0	0	0
34539	0	0	0	0	0	0
34540	0	0	0	0	0	0
34541	0	0	0	0	0	0
34542	0	0	0	0	0	0
34543	0	0	0	0	0	0
34544	0	0	0	0	0	0
34545	0	0	0	0	0	0
34546	0	0	0	0	0	0
34547	0	0	0	0	0	0
34548	0	0	0	0	0	0
34549	0	0	0	0	0	0
34550	0	0	0	0	0	0
34551	0	0	0	0	0	0
34552	0	0	0	0	0	0
34553	0	0	0	0	0	0
34554	0	0	0	0	0	0
34555	0	0	0	0	0	0
34556	0	0	0	0	0	0
34557	0	0	0	0	0	0
34558	0	0	0	0	0	0
34559	0	0	0	0	0	0
34600	0	0	0	0	0	0
34601	0	0	0	0	0	0
34602	0	0	0	0	0	0
34603	0	0	0	0	0	0
34604	0	0	0	0	0	0
34605	0	0	0	0	0	0
34606	0	0	0	0	0	0
34607	0	0	0	0	0	0
34608	0	0	0	0	0	0
34609	0	0	0	0	0	0
34610	0	0	0	0	0	0
34611	0	0	0	0	0	0
34612	0	0	0	0	0	0
34613	0	0	0	0	0	0
34614	0	0	0	0	0	0
34615	0	0	0	0	0	0
34616	0	0	0	0	0	0
34617	0	0	0	0	0	0
34618	0	0	0	0	0	0
34619	0	0	0	0	0	0
34620	0	0	0	0	0	0
34621	0	0	0	0	0	0
34622	0	0	0	0	0	0
34623	0	0	0	0	0	0
34624	0	0	0	0	0	0
34625	0	0	0	0	0	0
34626	0	0	0	0	0	0
34627	0	0	0	0	0	0
34628	0	0	0	0	0	0
34629	0	0	0	0	0	0
34630	0	0	0	0	0	0
34631	0	0	0	0	0	0
34632	0	0	0	0	0	0
34633	0	0	0	0	0	0
34634	0	0	0	0	0	0
34635	0	0	0	0	0	0
34636	0	0	0	0	0	0
34637	0	0	0	0	0	0
34638	0	0	0	0	0	0
34639	0	0	0	0	0	0
34640	0	0	0	0	0	0
34641	0	0	0	0	0	0
34642	0	0	0	0	0	0
34643	0	0	0	0	0	0
34644	0	0	0	0	0	0
34645	0	0	0	0	0	0
34646	0	0	0	0	0	0
34647	0	0	0	0	0	0
34648	0	0	0	0	0	0
34649	0	0	0	0	0	0
34650	0	0	0	0	0	0
34651	0	0	0	0	0	0
34652	0	0	0	0	0	0
